Author,346401281431409585,,,1114502034902546550,,,,,
Sale,317248309514344163,1524681741257900519,,,,,8/3/2018,,
HasTopic,,,,618434247743641149,,3884230,,,
Sale,1243472362254658420,205415260510814362,,,,,8/9/2018,,
Sale,1472154222902711100,529550602103217450,,,,185785,2/17/2019,,
Includes,,,1314315120197156050,803952155714850701,,,,,
Author,1262668194076216011,,,747423119260925972,,,,,
HasTopic,,,,833681012494554358,,787185,,,
HasTopic,,,,932362105613871012,,160409,,,
Sale,1125113326787431160,437201545096608055,,,,146,10/14/2018,,
HasTopic,,,,1424660009578332566,,334600,,,
HasTopic,,,451888058015735870,,,121765,,,
HasTopic,,,,1285128710332882742,,193294,,,
HasTopic,,,,956704137555154092,,217627,,,
HasTopic,,,,1424263331858043042,,2454265,,,
HasTopic,,,,1651365355351122204,,783874,,,
HasTopic,,,,1209342585680609487,,792565,,,
Author,1128501731262832684,,,1060309546214304182,,,,,
Author,775818654043059161,,,740410432146852843,,,,,
HasTopic,,,,854149383334143372,,4442,,,
HasOrg,,,,,1004346153600881042,670897,,,
Sale,1508951542204233332,611325512448133762,,,,,10/11/2018,,
HasTopic,,,,747423119260925972,,202013,,,
Author,208411288512434105,,,1513662032452523252,,,,,
HasTopic,,,,740410432146852843,,5088838,,,
Includes,,,15133734353741126,1532662490035322233,,,,,
HasTopic,,,,817526874194673140,,18122778,,,
HasTopic,,,,440265285168056234,,102014,,,
HasTopic,,,,186108460103013588,,732934,,,
Includes,,,1615340315424362057,209800678458482108,,,,,
Author,373641740834326257,,,116892402526543412,,,,,
HasTopic,,,,740410432146852843,,122113,,,
Includes,,,1615340315424362057,440265285168056234,,,,,
Author,719533111062900642,,,,1433303251800176474,,,,
HasTopic,,,,420762134340393550,,10289,,,
HasTopic,,,,1184855350262395542,,11348,,,
HasTopic,,,,82629615412640377,,247154,,,
Author,369370063627142227,,,1184855350262395542,,,,,
Author,1135272113235621141,,,91431002216341149,,,,,
Sale,635555368637193420,134403203055015143,,,,,8/15/2018,,
Includes,,,1314315120197156050,1282227710122181132,,,,,
HasTopic,,,,,1433303251800176474,828749,,,
HasTopic,,,1314315120197156050,,,12796,,,
HasTopic,,,,541215404780905313,,182218,,,
HasTopic,,,,877764733212222524,,7543639,,,
HasTopic,,,,,1433303251800176474,1436668,,,
